Company,Former / alternate names,Website,Brief Description,Company type,B2B/B2C,Protein category,Company focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,HQ Country,HQ State/Province (Non-U.S.),HQ City,Year founded,Founders,Company email,Parent company,Link to parent company's record,Link to subsidiary/brand,Articles in Marketing & Media,_merge,Cheese,Other dairy,Both cheese and other dairy,Neither cheese nor other dairy
galactic,,https://www.lactic.com/en,"Fermentation company producing food ingredients, including dairy coagulants",Diversified,B2B,Fermentation-derived,Ingredients and inputs,Ingredient optimization,['Other'],Other,,"United States and Canada,Latin America,Europe,Asia Pacific",Belgium,,Escanaffles,1994,,,,,,,left_only,0,0,0,1
gardein,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
garden-gourmet,,https://www.gardengourmet.com/,Germany company that produces various plant-based meat products.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Meat,End product formulation and manufacturing,['Ground meat/seafood'],"Pork,Beef/veal,Chicken",Soy,Europe,Germany,Nordrhein-Westfalen,Herten,1986,,,Nestlé,Nestlé,,,left_only,0,0,0,1
gathered-foods,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
gea,,https://www.gea.com/de/new-food/index.jsp,"GEA is one of the world’s largest systems suppliers for the food, beverage and pharmaceutical sectors. Their portfolio includes machinery and plants as well as advanced process technology, components and comprehensive services.",Diversified,B2B,"Plant-based,Cultivated,Fermentation-derived,Biomass fermentation,Precision fermentation,Traditional fermentation,Blended","Food processing infrastructure and equipment,Bioprocessing infrastructure and equipment","Bioprocess design,Feedstocks",[''],,,"Latin America,Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand,United States and Canada",Germany,,Düsseldorf ,1881,Wilhelm Merton and Zachary Hochschild,,,,,,left_only,0,0,0,1
gelatex-technologies,,https://www.gelatex.com/cultured-meat," Estonia-based company that produces edible plant-based scaffolds and microcarriers for the right texture, cost-parity and scalable production of cultivated meat.",Specialized (focused on alternative proteins),B2B,Cultivated,Bioprocessing infrastructure and equipment,Scaffolding and structure,[''],,,Europe,Estonia,,Tallinn,2016,"Märt-Erik Martens, Mari-Ann Meigo Fonseca",,Gelatex Technologies OÜ,,,,left_only,0,0,0,1
genesis-biosciences,,https://genesisbiosciences.com/uk/about/,,Diversified,,Fermentation-derived,Contract manufacturing/processing,,[''],,,"United States and Canada,Europe",United Kingdom,,,2002,,,,,,,left_only,0,0,0,1
gimme-sabor,"Guimarana, Guimarana Dream Food",https://gimmesabor.com/,"Spain-based company producing plant-based flavourings to replicate fish, seafood, meat and cheese.",Specialized (focused on alternative proteins),B2C,Plant-based,"Meat,Seafood,Dairy",End product formulation and manufacturing,"['Other meat/seafood', 'Other']",Tuna,"Pea,White bean,Soy",Europe,Spain,,Murcia,2020,"Cholo García, Raúl Pageo, and Victor García Montero",info@guimaranadreamfood.com,,,,,left_only,0,0,0,1
givaudan,,https://www.givaudan.com,"Switzerland-based company that produces flavors, fragrances, and active cosmetic ingredients and supports alternative protein research through their ""Protein Hub"" ",Diversified,B2B,Plant-based,Ingredients and inputs,"End product formulation and manufacturing,Ingredient optimization",[''],,,"Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand,Latin America,United States and Canada",Switzerland,,Geneva,1895,,,,,,,left_only,0,0,0,1
glebe-farm-foods,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
global-data,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
golden-fields,Golden Fields Alternative Protein,https://gfalternativeprotein.com/,"Global supplier of premium pea products, catering to diverse applications in food, feed, pet food, and technical industries.",Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Ingredients'],,"Pea,Fava bean",Europe,Latvia,,Liepaja,2020,,info@goldenfields.ee,,,,,left_only,0,0,0,1
goldgreen-foods,,http://www.goldandgreenfoods.com/,Produces pulled oats as a ground meat substitute,Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,['Ground meat/seafood'],"Beef/veal,Chicken,Pork",Oat,Europe,Finland,,Helsinki,2015,"Maija Itkonen, Zhong-qing Jiang, and Reetta Kivelä",info@goldandgreenfoods.com,,,,,left_only,0,0,0,1
golfera,,http://www.golfera.it/?lan=1,Animal-based meat company in Italy that has a line of plant-based deli slices.,Diversified,"B2C,B2B",Plant-based,Meat,End product formulation and manufacturing,"['Ground meat/seafood', 'Other meat/seafood']",,"Soy,Wheat,Chickpea,Beetroot ",Europe,Italy,,Lavezzola,1960,,info@golfera.it,,,,,left_only,0,0,0,1
good-carma-foods,,https://goodcarmafoods.com/,Sells various plant-based cheeses in the UK. ,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,"Soy,Cashew,Almond",Europe,United Kingdom,,Ammanford,2013,,mail@goodcarmafoods.com,,,,,left_only,1,0,0,0
good-catch,,,,,,,,,[''],,,,,,,,,,,,,2.0,right_only,0,0,0,1
good-hemp,,https://www.goodhemp.com/,"UK-based company that produces plant proteins, plant-based milks, and CBD oils. ",Diversified,"B2C,B2B",Plant-based,"Dairy,Ingredients and inputs","End product formulation and manufacturing,Ingredient optimization",['Milk'],,Hemp,Europe,United Kingdom,,North Devon,1998,Henry Braham and Glynis Murray,hello@goodhemp.com,,,,,left_only,0,0,0,1
goodmills-innovation,,https://www.goodmillsinnovation.com/en/,"GoodMills has a diverse portfolio of plant-based restaurants and solutions that cater to bakery goods, meat and fish alternatives, protein and fiber enhancement, and processing innovations.",Diversified,,Plant-based,,,[''],,,Europe,Germany,,Hamburg,1964,,,GoodMills Group,,,,left_only,0,0,0,1
gosh,,https://www.goshfood.com/,"Produces plant-based burgers, bites, and sausages.",Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,"['Ground meat/seafood', 'Other meat/seafood']","Beef/veal,Chicken","Chickpea,Pinto beans",Europe,United Kingdom,,London,2002,Jane Rayner,hello@goshfood.com,,,,,left_only,0,0,0,1
gourmey,,https://www.gourmey.com/,"France-based company producing restaurant-grade meats directly from animal cells, starting with cultivated foie gras.",Specialized (focused on alternative proteins),B2C,Cultivated,Meat,End product formulation and manufacturing,['Other meat/seafood'],Duck,,Europe,France,,Paris,2019,"Nicolas Morin-Forest, Antoine Davydoff, and Victor Sayous",,,,,,left_only,0,0,0,1
granovita,,https://granovita.co.uk/,"UK-based producer of plant-based foods, including meat-free pates and meat-free canned meals. ",Diversified,B2C,Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],"Duck,Beef/veal,Pork","Yeast,Palm,Potato,Peanut",Europe,Germany,,Redditch,1929,, info@granovita.co.uk,Huegli UK Limited,,,,left_only,0,0,0,1
grashka,,https://grashka.co/,Slovenian-based company that produces plant-based deli meats. ,Specialized (focused on alternative proteins),B2C,"Plant-based,Traditional fermentation",Meat,"Ingredient optimization,End product formulation and manufacturing","['Other meat/seafood', 'Ingredients']",,,Europe,Slovenia,,,2014,Martin Rojnik,,,,,,left_only,0,0,0,1
grassa,,https://grassa.nl/,"Grassa extracts protein from leafy biomass. The proteins are suitable for consumption by people and animals. It is a great alternative to soy, even with better nutritional value.",Diversified,,Plant-based,Ingredients and inputs,,['Ingredients'],,,Europe,Netherlands,,,2014,,info@grassa.nl,,,,,left_only,0,0,0,1
green-cuisine,,https://www.iglo.de/green-cuisine,"Green Cuisine is the plant-based frozen meal product range of Iglo, developed in partnership with nutritionist Mariana Abecasis. The product line includes ready made meals such as dino-nuggets, burger patties, ""fish sticks"", veggie sticks and plant-based lasagne.  ",Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,"['Other meat/seafood', 'Ground meat/seafood']","Other fish,Chicken,Beef/veal",Pea,Europe,Germany,Hamburg,Hamburg,2020,Noam Gottesman and Martin E. Franklin,,Iglo/Nomad Food,Iglo,,2.0,both,0,0,0,1
green-go,,https://green-go.com.ua/,"Ukrainian start-up developing realistic plant-based meat and seafood alternatives, including shrimp, calamari, ribeye steak, filet mignon, etc. ",Specialized (focused on alternative proteins),B2C,Plant-based,"Meat,Seafood",End product formulation and manufacturing,"['Whole muscle meat/seafood', 'Ground meat/seafood']","Beef/veal,Other fish,Shrimp,Chicken,Pork","Pea,Soy,Rice,Wheat",Europe,Ukraine,,Kyiv,2021,,info.office.gg@gmail.com,,,,,left_only,0,0,0,1
green-legend,,https://www.green-legend.com,"A line of plant-based meatballs, sausages, and deli slices. ",Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,"['Ground meat/seafood', 'Other meat/seafood']",Beef/veal,"Pea,Potato",Europe,Germany,,Visbek,2020,,service@green-legend.com,PHW-Gruppe,PHW-Gruppe,,,left_only,0,0,0,1
green-on,,https://www.green-on.se/,Swedish companies that produces alternative fats and oils.,Diversified,B2B,Fermentation-derived,Ingredients and inputs,Ingredient optimization,"['Oils and fats', 'Ingredients']",,"Palm,Coconut",Europe,Sweden,,Gothenburg,2020,,info@green-on.se,,,,,left_only,0,0,0,1
greenfood50,,https://greenfood50.com,EU-based company that produces innovative quinoa ingredients from locally cultivated quinoa seeds.,Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,[''],,Quinoa,Europe,Netherlands,,Wageningen,2014,Marc Arts,info@greenfood50.com,,,,,left_only,0,0,0,1
greenforce,,https://www.greenforce.com/,"Germany-based company that produces plant-based meat, eggs, and dairies ",Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Dairy,Eggs,Seafood",End product formulation and manufacturing,"['Ground meat/seafood', 'Milk', 'Eggs']","Beef/veal,Pork,Other fish","Pea,Oat,Sunflower,White bean",Europe,Germany,,Munich,2020,Thomas Isermann and Hannes Schmitz,service@greenforce.com,,,,,left_only,0,0,0,1
greenleaf-foods,,,,,,,,,[''],,,,,,,,,,,,,2.0,right_only,0,0,0,1
greenster,,https://quescrem.es/en/greenster/,Greenster is Quescrem's (a conventional dairy company) plant-based brand that makes cream cheese from almonds. ,Specialized (focused on alternative proteins),"B2B,B2C",Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,Almond,Europe,Spain,Galicia ,Lugo ,2024,,info@quescrem.es,Quescrem,,,,left_only,1,0,0,0
greenwise,,https://greenwise.ru/,"Russian company creating plant-based products that replicate the taste, texture, appearance, and nutritional value of meat and dairy.",Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Ingredients and inputs,Seafood","End product formulation and manufacturing,Ingredient optimization,Bioprocess design","['Ground meat/seafood', 'Other meat/seafood']","Pork,Beef/veal,Chicken,Other fish,Mutton/lamb,Tuna","Soy,Wheat,Pea",Europe,Russia,,Moscow,2020,Georgy Zhelezny,hello@greenwise.ru,,,,,left_only,0,0,0,1
greenyard,,,Belgian fruit and vegetable company developing plant-based meat substitutes.,Diversified,B2C,Plant-based,Meat,End product formulation and manufacturing,[''],,,Europe,Belgium,,,1983,,,,,,,left_only,0,0,0,1
greggs,,,,,,,,,[''],,,,,,,,,,,,,2.0,right_only,0,0,0,1
grin-grin-foods,,https://gringrinfoods.com/,"Plant-based company with a wide variety of products, from burgers to cheese to ice cream. ",Specialized (focused on alternative proteins),"B2B,B2C",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"['Ground meat/seafood', 'Cheese', 'Other dairy']",Chicken,,Europe,Spain,Catalonia,Barcelona,2020,Ricard Puigdemont,info@gringrinfoods.com,,,,,left_only,1,1,1,0
grounded-foods,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
growmeat,,https://sites.google.com/view/growmeat/inicio,Spin-off from the University of Malaga producing cultivated meat. ,Specialized (focused on alternative proteins),"B2B,B2C",Cultivated,Meat,End product formulation and manufacturing,['Ground meat/seafood'],,,Europe,Spain,Andalusia,Málaga,2022,Estefanía García Luque,growmeat@gmail.com ,,,,,left_only,0,0,0,1
gucci,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
gusto,,http://www.gustoplantworld.com,Private-label plant-based cheese and spreads,Specialized (focused on alternative proteins),B2B,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,,Europe,Greece,,Katerini,2007,, info@gustoplantworld.com,,,,,left_only,1,0,0,0
gutfried,,https://www.gutfried.de/,"German producer of deli meats, with some plant-based offerings that include egg (Ohne Fleisch line).",Diversified,B2C,Plant-based,"Meat,Seafood",End product formulation and manufacturing,['Other meat/seafood'],"Chicken,Pork,Salmon,Other fish","Rapeseed,Wheat,Soy",Europe,Germany,Schleswig-Holstein,Böklund,1971,Heinrich Nölke,info@gutfried.de,,,,,left_only,0,0,0,1
halal-foodtech,,Under development,Use halal and kosher certified cultivated meat to produce traditional-style ready-to-eat Asian food products in canned packaging,Specialized (focused on alternative proteins),B2B,Cultivated,Meat,,['Other'],"Chicken,Beef/veal,Mutton/lamb","Rice,Chickpea,Lentils",Europe,Finland,Southern Finland,Helsinki,2024,Syed Zaheer Abbas (CEO/Founder),zaheerchemist1986@yahoo.com,,,,,left_only,0,0,0,1
halsans-kok,,https://www.halsanskok.se/,Produces vegetarian meat substitutes in Sweden. ,Diversified,B2C,Plant-based,"Meat,Seafood",End product formulation and manufacturing,"['Ground meat/seafood', 'Other meat/seafood']","Beef/veal,Pork,Other fish","Wheat,Soy",Europe,Sweden,,,1969,Erik,,,Garden Gourmet,,,left_only,0,0,0,1
handtmann,Albert Handtmann Maschinenfabrik,https://www.handtmann.de/en/filling-and-portioning-systems/products/applications/vegetarian-vegan-and-meat-substitute,"Global supplier of processing equipment and lines for emulsifying, mixing, portioning, filling, dosing, forming, coextruding of foods. From small-scale to large-scale and from manual to automated food processing solutions.",Diversified,B2B,"Plant-based,Fermentation-derived",Food processing infrastructure and equipment,End product formulation and manufacturing,[''],,,Europe,Germany,Baden-Württemberg,Biberach,1954,Christoph Albert Handtmann ,,Albert Handtmann Holding,,,,left_only,0,0,0,1
happiee,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
happy-ocean-foods,,https://www.happyoceanfoods.com/,Germany-based company producing plant-based seafood.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Seafood,End product formulation and manufacturing,['Whole muscle meat/seafood'],"Tuna,Shrimp","Soy,Pea,Omega-3 ,Wheat",Europe,Germany,,Munich,2020,Robin Drummond and Julian Hallet,hello@happyoceanfoods.com,,,,,left_only,0,0,0,1
happy-plant-protein,,https://www.happyplantprotein.com/,Finnish spinout developing extrusion technology for plant-based proteins.,Specialized (focused on alternative proteins),B2B,Plant-based,Food processing infrastructure and equipment,Ingredient optimization,['Ingredients'],,"Pea,Lentils",Europe,Finland,,Helsinki,2024,,,,,,,left_only,0,0,0,1
happyvore,,https://happyvore.com/,"French plant-based meat startup offering a range of beef patties, nuggets, minced meat, chunks and sausages.",Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,"['Ground meat/seafood', 'Other meat/seafood']","Pork,Beef/veal,Chicken,Other fish","Pea,Sunflower,Potato,Wheat,Linseed,Soy",Europe,France,,Paris,2019,Guillaume Dubois,contact@happyvore.com,,,,,left_only,0,0,0,1
harico,,https://www.hari-co.com/,"French producer of plant-based meats from pulses, such as lentils, chickpeas, and flageolet. Distributes its products through traditional retail and schools. ",Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,['Ground meat/seafood'],Beef/veal,"Chickpea,Lentils",Europe,France,Rhône,Lyon,2014,"Emmanuel Brehier, Benoit Plisson",,ICI&LÀ,,,,left_only,0,0,0,1
